tittle , url , addr1 , addr2 , number of post , rating value , category , price 
Five Guys , https://www.yelp.com/biz/five-guys-marana , 7077 N Thornydale Rd , Tucson , 48 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-5 , 5331 S Calle Santa Cruz , Tucson , 17 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-4 , 9484 E 22nd St , Tucson , 36 , 4 , Burgers , $ , https://www.yelp.com/biz/five-guys-tucson-3 , 4362 N Oracle Rd , Tucson , 52 , 4 , Fast Food , $ , https://www.yelp.com/biz/five-guys-tucson-2 , 5566 E Broadway Blvd , Tucson , 80 , 3 , Burgers , $$ , https://www.yelp.com/biz/five-guys-tucson , 2802 N Campbell Ave , Tucson , 109 , 3 , Burgers , $
El Indio , https://www.yelp.com/biz/el-indio-tucson-2 , 3355 S 6th Ave , Tucson , 65 , 3 , Mexican , $
Just Breakfast on Silverbell , https://www.yelp.com/biz/just-breakfast-on-silverbell-tucson , 8581 N Silverbell Rd , Tucson , 88 , 3 , Breakfast &amp; Brunch , $
Los Jarritos Mexican Food , https://www.yelp.com/biz/los-jarritos-mexican-food-tucson , 4832 S 12th Ave , Tucson , 23 , 4 , Mexican , $
Buffalo Bell , https://www.yelp.com/biz/buffalo-bell-tucson , 3756 S 6th Ave , Tucson , 41 , 4 , Burgers , $$
Old Chicago Pizza &amp; Taproom , https://www.yelp.com/biz/old-chicago-pizza-and-taproom-tucson-2 , 2960 N Campbell Ave , Tucson , 220 , 3 , Pizza , $$
Tiny’s Saloon &amp; Steakhouse , https://www.yelp.com/biz/tinys-saloon-and-steakhouse-tucson , 4900 W Ajo Hwy , Tucson , 80 , 3 , Dive Bars , $$
Viro’s Real Italian Bakery , https://www.yelp.com/biz/viros-real-italian-bakery-tucson , 8301 E 22nd St , Tucson , 73 , 3 , Bakeries , $$
Kneaders Bakery &amp; Cafe , https://www.yelp.com/biz/kneaders-bakery-and-cafe-tucson , 135 S Wilmot Rd , Tucson , 120 , 3 , Bakeries , $ , https://www.yelp.com/biz/kneaders-bakery-and-cafe-oro-valley , 9660 N Oracle Rd , Tucson , 82 , 3 , Cafes , $
Bamboo Terrace , https://www.yelp.com/biz/bamboo-terrace-tucson , 1754 W Ajo Way , Tucson , 85 , 3 , Chinese , $$
El Saguarito , https://www.yelp.com/biz/el-saguarito-tucson-2 , 3535 E Ft Lowell Rd , Tucson , 150 , 3 , Mexican , $$
Cielos , https://www.yelp.com/biz/cielos-tucson-2 , 306 N Alvernon Way , Tucson , 36 , 4 , Breakfast &amp; Brunch , $$$
Nicos , https://www.yelp.com/biz/nicos-tucson-3 , 4231 W Ina Rd , Tucson , 44 , 3 , Mexican , $
Dutch Bros Coffee , https://www.yelp.com/biz/dutch-bros-coffee-tucson-2 , 120 S Wilmot Rd , Tucson , 63 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/dutch-bros-coffee-tucson-9 , 5690 W Cortaro Farms Rd , Tucson , 40 , 4 , Coffee &amp; Tea ,  , https://www.yelp.com/biz/dutch-bros-coffee-tucson-3 , 10105 E Old Vail Rd , Tucson , 29 , 4 , Coffee &amp; Tea ,  , https://www.yelp.com/biz/dutch-bros-coffee-tucson-6 , 9330 E Golf Links Rd , Tucson , 15 , 4 , Coffee &amp; Tea ,  , https://www.yelp.com/biz/dutch-bros-coffee-tucson-8 , 1971 W Valencia Rd , Tucson , 22 , 4 , Coffee &amp; Tea , 
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-17 , 7102 E Broadway Blvd , Tucson , 47 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-8 , 1875 S Alvernon Way , Tucson , 22 , 4 , Sandwiches , $
Izumi , https://www.yelp.com/biz/izumi-tucson , 3655 E Speedway Blvd , Tucson , 107 , 3 , Sushi Bars , $$
Presidio San Agustin del-Tucson , https://www.yelp.com/biz/presidio-san-agustin-del-tucson-tucson , 196 N Court Ave , Tucson , 11 , 4 , Museums , 
Eleven Cafē , https://www.yelp.com/biz/eleven-caf%C4%93-tucson-14 , 33 N Stone Ave , Tucson , 11 , 4 , Coffee &amp; Tea , $
Tucson Fat Noodle , https://www.yelp.com/biz/tucson-fat-noodle-tucson-2 ,  , Tucson , 41 , 3 , Food Trucks , $
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-45 , 4700 East Sunrise Dr , Tucson , 39 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-51 , 6370 N Campbell Ave , Tucson , 20 , 4 , Coffee &amp; Tea , $
Casa Molina , https://www.yelp.com/biz/casa-molina-tucson , 6225 E Speedway Blvd , Tucson , 225 , 3 , Mexican , $$
Outback Steakhouse , https://www.yelp.com/biz/outback-steakhouse-tucson-2 , 4871 E Grant Rd , Tucson , 176 , 3 , Steakhouses , $$
Eddie’s Cocktails , https://www.yelp.com/biz/eddies-cocktails-tucson , 8150 E 22nd St , Tucson , 16 , 4 , Sports Bars , $$
Sonoran Sno-Cones , https://www.yelp.com/biz/sonoran-sno-cones-tucson-2 , 120 S Avenida Del Convento , Tucson , 25 , 4 , Ice Cream &amp; Frozen Yogurt , $
Mimi’s Bistro + Bakery , https://www.yelp.com/biz/mimis-bistro-bakery-tucson , 4420 N Oracle Rd , Tucson , 124 , 3 , Breakfast &amp; Brunch , $$
Casa Blanca Plaza , https://www.yelp.com/biz/putneys-pitstop-sports-bar-and-grill-tucson-2 , 6090 N Oracle Rd , Tucson , 82 , 3 , Sports Bars , $$
Micha’s , https://www.yelp.com/biz/michas-tucson , 2908 S 4th Ave , Tucson , 112 , 3 , Mexican , $$
Takamatsu , https://www.yelp.com/biz/takamatsu-tucson-2 , 5532 E Speedway Blvd , Tucson , 343 , 3 , Japanese , $$
BrushFire BBQ , https://www.yelp.com/biz/brushfire-bbq-tucson , 2745 N Campbell Ave , Tucson , 350 , 3 , Barbeque , $$ , https://www.yelp.com/biz/brushfire-bbq-tucson-2 , 7080 E 22nd St , Tucson , 242 , 3 , Barbeque , $$
Rigo’s Restaurant , https://www.yelp.com/biz/rigos-restaurant-tucson-3 , 5851 N Oracle Rd , Tucson , 132 , 3 , Mexican , $$
Lucky Strike Bowl , https://www.yelp.com/biz/lucky-strike-bowl-tucson , 4015 E Speedway Blvd , Tucson , 77 , 3 , Bowling , $$
Craft Republic , https://www.yelp.com/biz/craft-republic-tucson , 7625 N La Cholla Blvd , Tucson , 105 , 3 , Sports Bars , $$
Jason’s Mexican Food , https://www.yelp.com/biz/jasons-mexican-food-tucson , 2400 N Pantano Rd , Tucson , 73 , 3 , Mexican , $
Chick-fil-A , https://www.yelp.com/biz/chick-fil-a-tucson-2 , 4585 N Oracle Rd , Tucson , 62 , 4 , Fast Food , $ , https://www.yelp.com/biz/chick-fil-a-tucson-7 , 3605 E Broadway Blvd , Tucson , 103 , 3 , Fast Food , $
Los Betos , https://www.yelp.com/biz/los-betos-tucson-2 , 3216 E Valencia Rd , Tucson , 46 , 3 , Mexican , $
Whataburger , https://www.yelp.com/biz/whataburger-tucson-3 , 6504 E 22nd St , Tucson , 37 , 4 , Fast Food , $
O’ My Buns , https://www.yelp.com/biz/o-my-buns-tucson , 5870 E Broadway , Tucson , 37 , 4 , Bakeries , $
Los Chipilones , https://www.yelp.com/biz/los-chipilones-tucson , 1122 S 6th Ave , Tucson , 10 , 4 , Mexican , 
Jade Garden , https://www.yelp.com/biz/jade-garden-tucson , 3720 W Ina Rd , Tucson , 99 , 3 , Chinese , $$
Bazil’s , https://www.yelp.com/biz/bazils-tucson-3 , 4777 E Sunrise Dr , Tucson , 101 , 3 , Italian , $$
El Corral , https://www.yelp.com/biz/el-corral-tucson , 2201 E River Rd , Tucson , 308 , 3 , Steakhouses , $$
Mama’s Famous Pizza &amp; Heros , https://www.yelp.com/biz/mamas-famous-pizza-and-heros-tucson-3 , 4500 E Speedway Blvd , Tucson , 119 , 3 , Pizza , $$
Sinbad’s , https://www.yelp.com/biz/sinbads-tucson-2 , 810 E University Blvd , Tucson , 121 , 3 , Middle Eastern , $$
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-45 , 4700 East Sunrise Dr , Tucson , 39 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-51 , 6370 N Campbell Ave , Tucson , 20 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-11 , 6001 North Oracle Rd , Tucson , 31 , 4 , Coffee &amp; Tea , $
The Blind Pig , https://www.yelp.com/biz/the-blind-pig-tucson-4 , 943 E University Blvd , Tucson , 22 , 4 , Bars , 
El Coronado , https://www.yelp.com/biz/el-coronado-tucson , 7385 S Houghton Rd , Tucson , 105 , 3 , Mexican , $$
Chariot Pizza , https://www.yelp.com/biz/chariot-pizza-tucson-2 , 1835 S Alvernon Way , Tucson , 118 , 3 , Pizza , $ , https://www.yelp.com/biz/chariot-pizza-tucson , 3930 N Flowing Wells Rd , Tucson , 108 , 3 , Pizza , $
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-17 , 7102 E Broadway Blvd , Tucson , 47 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-8 , 1875 S Alvernon Way , Tucson , 22 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-14 , 2510 E Speedway Blvd , Tucson , 84 , 3 , Sandwiches , $
Arizona Pizza Company , https://www.yelp.com/biz/arizona-pizza-company-tucson , 4955 N Sabino Canyon Rd , Tucson , 105 , 3 , Pizza , $ , https://www.yelp.com/biz/arizona-pizza-company-tucson-2 , 5855 E Broadway , Tucson , 73 , 3 , Pizza , $
Lin’s Grand Buffet , https://www.yelp.com/biz/lins-grand-buffet-tucson , 1068 E Tucson Marketplace Blvd , Tucson , 165 , 3 , Buffets , $$
Insomnia Cookies , https://www.yelp.com/biz/insomnia-cookies-tucson , 345 E Congress St , Tucson , 47 , 3 , Desserts , $$
Sewailo at Casino Del Sol Resort , https://www.yelp.com/biz/sewailo-at-casino-del-sol-resort-tucson-2 , 5655 West Valencia Rd , Tucson , 20 , 4 , Golf , 
Twin Peaks Pizzeria , https://www.yelp.com/biz/twin-peaks-pizzeria-marana , 7575 N Twin Peaks Rd , Tucson , 64 , 3 , Pizza , $
Chinese Combo , https://www.yelp.com/biz/chinese-combo-tucson-4 , 1980 W Orange Grove Rd , Tucson , 48 , 3 , Thai , $
Casa Valencia , https://www.yelp.com/biz/casa-valencia-tucson , 1825 W Valencia , Tucson , 80 , 3 , Seafood , $$
German Food Station , https://www.yelp.com/biz/german-food-station-picture-rocks , 6780 N Sandario Rd , Tucson , 9 , 5 , German , $
Campbell Avenue Bat Colony , https://www.yelp.com/biz/campbell-avenue-bat-colony-tucson , Campbell And River Bridge , Tucson , 9 , 5 , Local Flavor , 
Mr Head’s , https://www.yelp.com/biz/mr-heads-tucson , 513 N 4th Ave , Tucson , 87 , 3 , Art Galleries , $
Gene C. Reid Park , https://www.yelp.com/biz/gene-c-reid-park-tucson , 900 S Randolph Way , Tucson , 18 , 4 , Parks , 
Mulligans , https://www.yelp.com/biz/mulligans-tucson-2 , 9403 E Golf Links Rd , Tucson , 60 , 3 , Sports Bars , $$
Humble Pie , https://www.yelp.com/biz/humble-pie-tucson , 2905 E Skyline Dr , Tucson , 234 , 3 , Pizza , $$
Sgt Pepperonis Pizza , https://www.yelp.com/biz/sgt-pepperonis-pizza-tucson , 2860 W Ina Rd , Tucson , 52 , 3 , Pizza , $$
Old Peking , https://www.yelp.com/biz/old-peking-tucson , 2522 E Speedway Blvd , Tucson , 182 , 3 , Chinese , $$
El Charro , https://www.yelp.com/biz/el-charro-tucson-5 , 7250 S Tucson Blvd , Tucson , 35 , 3 , Mexican , 
La Baguette Bakery , https://www.yelp.com/biz/la-baguette-bakery-tucson , 1797 E Prince Rd , Tucson , 35 , 3 , Bakeries , $$
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-17 , 7102 E Broadway Blvd , Tucson , 47 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-8 , 1875 S Alvernon Way , Tucson , 22 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-14 , 2510 E Speedway Blvd , Tucson , 84 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-25 , 6210 N Oracle Rd , Tucson , 48 , 3 , Sandwiches , $
Arizona National Golf Club , https://www.yelp.com/biz/arizona-national-golf-club-tucson-2 , 9777 E Sabino Greens Dr , Tucson , 28 , 4 , Golf , 
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-45 , 4700 East Sunrise Dr , Tucson , 39 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-51 , 6370 N Campbell Ave , Tucson , 20 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-11 , 6001 North Oracle Rd , Tucson , 31 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-47 , 50 South Houghton Rd , Tucson , 19 , 4 , Coffee &amp; Tea , $
Pinkberry , https://www.yelp.com/biz/pinkberry-tucson-2 , 3820 W River Rd , Tucson , 25 , 4 , Ice Cream &amp; Frozen Yogurt , 
Which Wich Superior Sandwiches , https://www.yelp.com/biz/which-wich-superior-sandwiches-oro-valley , 10565 N Oracle Rd , Tucson , 25 , 4 , Sandwiches , $
Taco Giro , https://www.yelp.com/biz/taco-giro-tucson , 5754 E 22nd St , Tucson , 119 , 3 , Mexican , $ , https://www.yelp.com/biz/taco-giro-tucson-2 , 610 N Grande Ave , Tucson , 65 , 3 , Mexican , $$
Rosatis Pizza , https://www.yelp.com/biz/rosatis-pizza-tucson , 8814 E Tanque Verde Rd , Tucson , 45 , 3 , Pizza , $$
Taqueria El Cheke , https://www.yelp.com/biz/taqueria-el-cheke-tucson , 4837 N 1st Ave , Tucson , 8 , 5 , Food Trucks , $
Case Park , https://www.yelp.com/biz/case-park-tucson , 224-444 S Bonanza Ave , Tucson , 8 , 5 , Parks , 
Adventure Coffee Roasting , https://www.yelp.com/biz/adventure-coffee-roasting-tucson ,  , Tucson , 8 , 5 , Coffee &amp; Tea , $$
Smiling Dog Ranch at George Mehl Family Park , https://www.yelp.com/biz/smiling-dog-ranch-at-george-mehl-family-park-tucson , 4000 E River Rd , Tucson , 8 , 5 , Dog Parks , 
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-17 , 7102 E Broadway Blvd , Tucson , 47 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-8 , 1875 S Alvernon Way , Tucson , 22 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-14 , 2510 E Speedway Blvd , Tucson , 84 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-25 , 6210 N Oracle Rd , Tucson , 48 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-9 , 6810 E Tanque Verde Rd , Tucson , 69 , 3 , Sandwiches , $
Sushi Garden , https://www.yelp.com/biz/sushi-garden-tucson-3 , 3048 E Broadway Blvd , Tucson , 536 , 3 , Sushi Bars , $$
Santa Cruz River Walk Path , https://www.yelp.com/biz/santa-cruz-river-walk-path-tucson , 1345 W Irvington Rd , Tucson , 11 , 4 , Parks , 
El Tiradito Shrine , https://www.yelp.com/biz/el-tiradito-shrine-tucson , 420 S Main Ave , Tucson , 11 , 4 , Local Flavor , 
Sweetwater Wetlands , https://www.yelp.com/biz/sweetwater-wetlands-tucson , 2551 W Sweetwater Dr , Tucson , 11 , 4 , Hiking , 
Chicago Bar , https://www.yelp.com/biz/chicago-bar-tucson , 5954 E Speedway Blvd , Tucson , 26 , 4 , Bars , $
Potbelly Sandwich Shop , https://www.yelp.com/biz/potbelly-sandwich-shop-tucson , 5545 E Broadway Blvd , Tucson , 70 , 3 , Sandwiches , $ , https://www.yelp.com/biz/potbelly-sandwich-shop-tucson-2 , 1031 N Park Ave , Tucson , 30 , 4 , Salad , $
Nico’s Taco Shop , https://www.yelp.com/biz/nicos-taco-shop-oro-valley , 11165 N La Canada Dr , Tucson , 64 , 3 , Mexican , $
Mama’s Famous Pizza &amp; Heros , https://www.yelp.com/biz/mamas-famous-pizza-and-heros-tucson-3 , 4500 E Speedway Blvd , Tucson , 119 , 3 , Pizza , $$ , https://www.yelp.com/biz/mamas-famous-pizza-and-heros-tucson , 7965 N Oracle Rd , Tucson , 149 , 3 , Pizza , $$
Taqueria Porfis , https://www.yelp.com/biz/taqueria-porfis-tucson , 3553 S 12th Ave , Tucson , 15 , 4 , Mexican , $
Gold , https://www.yelp.com/biz/gold-tucson , 245 E Ina Rd , Tucson , 36 , 3 , American (New) , $$
Nico’s Mexican Food , https://www.yelp.com/biz/nicos-mexican-food-tucson-9 , 5660 E Broadway Blvd , Tucson , 60 , 4 , Mexican , $ , https://www.yelp.com/biz/nicos-mexican-food-tucson , 7114 E Broadway Blvd , Tucson , 36 , 3 , Mexican , $
Brawley’s Restaurant , https://www.yelp.com/biz/brawleys-restaurant-tucson-3 , 7848 E Wrightstown Rd , Tucson , 78 , 3 , Breakfast &amp; Brunch , $
Dunkin’ , https://www.yelp.com/biz/dunkin-tucson-4 , 9485 E Broadway Blvd , Tucson , 37 , 3 , Donuts , $
Mariscos Chihuahua , https://www.yelp.com/biz/mariscos-chihuahua-tucson-4 , 1009 N Grande Ave , Tucson , 212 , 4 , Seafood , $$ , https://www.yelp.com/biz/mariscos-chihuahua-tucson-5 , 4185 W Ina Rd , Tucson , 64 , 3 , Seafood , $$ , https://www.yelp.com/biz/mariscos-chihuahua-tucson-3 , 2902 E 22nd St , Tucson , 32 , 4 , Tacos , $$
Famous Dave’s Bar-B-Que , https://www.yelp.com/biz/famous-daves-bar-b-que-tucson , 3007 East Speedway Blvd , Tucson , 160 , 3 , Barbeque , $$
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-45 , 4700 East Sunrise Dr , Tucson , 39 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-51 , 6370 N Campbell Ave , Tucson , 20 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-11 , 6001 North Oracle Rd , Tucson , 31 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-47 , 50 South Houghton Rd , Tucson , 19 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-43 , 3025 E Speedway Blvd , Tucson , 63 , 3 , Coffee &amp; Tea , $$
Delicias Mexican Grill , https://www.yelp.com/biz/delicias-mexican-grill-tucson , 4581 S 12th Ave , Tucson , 7 , 5 , Mexican , 
CRUSH pARTy , https://www.yelp.com/biz/crush-party-tucson , 140 N Main Ave , Tucson , 7 , 5 , Local Flavor , 
POPPED Artisan Popcorn , https://www.yelp.com/biz/popped-artisan-popcorn-tucson , 510 N 7th Ave , Tucson , 7 , 5 , Popcorn Shops , 
Nico’s , https://www.yelp.com/biz/nicos-tucson , 2965 N Campbell Ave , Tucson , 136 , 3 , Mexican , $
McGraw’s Cantina , https://www.yelp.com/biz/mcgraws-cantina-tucson , 4110 S Houghton Rd , Tucson , 166 , 3 , Steakhouses , $$
Mama’s Hawaiian Bar-B-Cue , https://www.yelp.com/biz/mamas-hawaiian-bar-b-cue-tucson-10 , 4016 N 1st Ave , Tucson , 255 , 3 , Hawaiian , $
Olive Garden Italian Restaurant , https://www.yelp.com/biz/olive-garden-italian-restaurant-tucson-6 , 1213 W Irvington Rd , Tucson , 86 , 3 , Italian , $$
Wing Factory , https://www.yelp.com/biz/wing-factory-tucson , 6330 E Golf Links Rd , Tucson , 59 , 3 , Chicken Wings , $
Casa Sanchez-Mom’s Mexican Food , https://www.yelp.com/biz/casa-sanchez-moms-mexican-food-tucson-2 , 8320 N Thornydale Rd , Tucson , 78 , 3 , Mexican , $
Red Lobster , https://www.yelp.com/biz/red-lobster-tucson , 5315 S Calle Santa Cruz , Tucson , 63 , 3 , Seafood , $$
Gee’s Garden Restaurant , https://www.yelp.com/biz/gees-garden-restaurant-tucson , 1145 N Alvernon Way , Tucson , 239 , 3 , Dim Sum , $$
The Coronet , https://www.yelp.com/biz/the-coronet-tucson-2 , 198 W Cushing St , Tucson , 22 , 4 , Brasseries , 
Guillermo’s Double L Restaurant , https://www.yelp.com/biz/guillermos-double-l-restaurant-tucson , 1830 S 4th Ave , Tucson , 128 , 3 , Mexican , $$
Fortune Cookie Restaurant , https://www.yelp.com/biz/fortune-cookie-restaurant-tucson , 9110 N Silverbell Rd , Tucson , 48 , 3 , Chinese , $
Jerry Bob’s , https://www.yelp.com/biz/jerry-bobs-tucson , 7699 E Speedway Blvd , Tucson , 49 , 3 , Sandwiches , $
LongHorn Steakhouse , https://www.yelp.com/biz/longhorn-steakhouse-tucson-6 , 4421 N Oracle Rd , Tucson , 116 , 3 , Steakhouses , $$ , https://www.yelp.com/biz/longhorn-steakhouse-tucson-4 , 5725E Broadway Blvd , Tucson , 211 , 3 , American (Traditional) , $$
Olive Garden Italian Restaurant , https://www.yelp.com/biz/olive-garden-italian-restaurant-tucson-6 , 1213 W Irvington Rd , Tucson , 86 , 3 , Italian , $$ , https://www.yelp.com/biz/olive-garden-italian-restaurant-tucson-5 , 5410 E Broadway Blvd , Tucson , 167 , 3 , Italian , $$
IBT’s , https://www.yelp.com/biz/ibts-tucson , 616 N 4th Ave , Tucson , 74 , 3 , Gay Bars , $
Happy Rooster Cafe , https://www.yelp.com/biz/happy-rooster-cafe-tucson , 1114 S Sarnoff Dr , Tucson , 86 , 3 , Diners , $
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-45 , 4700 East Sunrise Dr , Tucson , 39 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-51 , 6370 N Campbell Ave , Tucson , 20 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-11 , 6001 North Oracle Rd , Tucson , 31 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-47 , 50 South Houghton Rd , Tucson , 19 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-43 , 3025 E Speedway Blvd , Tucson , 63 , 3 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-13 , 802-804 E University Blvd , Tucson , 44 , 3 , Coffee &amp; Tea , $
Nan Tian BBQ , https://www.yelp.com/biz/nan-tian-bbq-tucson , 1980 W Orange Grove Rd , Tucson , 20 , 4 , Chinese , $
The Loaded Dawg , https://www.yelp.com/biz/the-loaded-dawg-tucson , 2225 W Ina Rd , Tucson , 17 , 4 , Food Trucks , $
Olive Garden Italian Restaurant , https://www.yelp.com/biz/olive-garden-italian-restaurant-tucson-6 , 1213 W Irvington Rd , Tucson , 86 , 3 , Italian , $$ , https://www.yelp.com/biz/olive-garden-italian-restaurant-tucson-5 , 5410 E Broadway Blvd , Tucson , 167 , 3 , Italian , $$ , https://www.yelp.com/biz/olive-garden-italian-restaurant-tucson-4 , 300 W Wetmore Rd , Tucson , 108 , 3 , Italian , $$
Whataburger , https://www.yelp.com/biz/whataburger-tucson-3 , 6504 E 22nd St , Tucson , 37 , 4 , Fast Food , $ , https://www.yelp.com/biz/whataburger-tucson-6 , 1235 W St Mary&amp;#39;s Rd , Tucson , 29 , 4 , Fast Food , $
Starbucks , https://www.yelp.com/biz/starbucks-tucson-24 , 9525 E Old Spanish Trl , Tucson , 34 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-45 , 4700 East Sunrise Dr , Tucson , 39 , 4 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-51 , 6370 N Campbell Ave , Tucson , 20 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-11 , 6001 North Oracle Rd , Tucson , 31 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-47 , 50 South Houghton Rd , Tucson , 19 , 4 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-43 , 3025 E Speedway Blvd , Tucson , 63 , 3 , Coffee &amp; Tea , $$ , https://www.yelp.com/biz/starbucks-tucson-13 , 802-804 E University Blvd , Tucson , 44 , 3 , Coffee &amp; Tea , $ , https://www.yelp.com/biz/starbucks-tucson-52 , 1821 E Broadway Blvd , Tucson , 48 , 3 , Coffee &amp; Tea , $$
Baggin’s Gourmet Sandwiches , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-10 , 11015 N Oracle Rd , Tucson , 83 , 4 , Delis , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-8 , 5420 E Broadway Blvd , Tucson , 94 , 3 , Sandwiches , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-5 , 2741 E Speedway Blvd , Tucson , 80 , 3 , Sandwiches , $ , https://www.yelp.com/biz/baggins-gourmet-sandwiches-tucson-6 , 1800 E Fort Lowell Rd , Tucson , 49 , 3 , Sandwiches , $
Chick-fil-A , https://www.yelp.com/biz/chick-fil-a-tucson-2 , 4585 N Oracle Rd , Tucson , 62 , 4 , Fast Food , $ , https://www.yelp.com/biz/chick-fil-a-tucson-7 , 3605 E Broadway Blvd , Tucson , 103 , 3 , Fast Food , $ , https://www.yelp.com/biz/chick-fil-a-tucson-9 , 6675 E Grant Rd , Tucson , 50 , 3 , Fast Food , $
Pollo Feliz , https://www.yelp.com/biz/pollo-feliz-tucson-4 , 2634 E Broadway Blvd , Tucson , 50 , 3 , Mexican , $
Eegee’s , https://www.yelp.com/biz/eegees-tucson-10 , 2470 N Campbell Ave , Tucson , 66 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-17 , 7102 E Broadway Blvd , Tucson , 47 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-8 , 1875 S Alvernon Way , Tucson , 22 , 4 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-14 , 2510 E Speedway Blvd , Tucson , 84 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-25 , 6210 N Oracle Rd , Tucson , 48 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-9 , 6810 E Tanque Verde Rd , Tucson , 69 , 3 , Sandwiches , $ , https://www.yelp.com/biz/eegees-tucson-11 , 7110 N Thornydale Rd , Tucson , 52 , 3 , Sandwiches , $
